"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV15841","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",
"ASV15842","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",
"ASV15843","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",,
"ASV15844","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",,
"ASV15845","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",
"ASV15846","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",
"ASV15847","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",
"ASV15848","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",
"ASV15849","Bacteria","Firmicutes","BRH-c20a",,,,
"ASV15850","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",,,
"ASV15851","Bacteria","Proteobacteria","Deltaproteobacteria","PB19",,,
"ASV15852","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",,
"ASV15853","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Propionivibrio",
"ASV15854","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15855","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV15856","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",
"ASV15857","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",
"ASV15858","Bacteria","Proteobacteria",,,,,
"ASV15859","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","S50_wastewater-sludge_group",
"ASV15860","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",
"ASV15861","Bacteria","Planctomycetes","Phycisphaerae","Pla1_lineage",,,
"ASV15862","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Rubrivirga",
"ASV15863","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter",
"ASV15864","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",,
"ASV15865","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",
"ASV15866","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15867","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae",,
"ASV15868","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",,
"ASV15869","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",,
"ASV15870","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",
"ASV15871","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",
"ASV15872","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerosporobacter",
"ASV15873","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas","aestuarii"
"ASV15874","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales",,,
"ASV15875","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_Incertae_Sedis","Syntrophorhabdaceae","Syntrophorhabdus",
"ASV15876","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",
"ASV15877","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",,,
"ASV15878","Bacteria","Armatimonadetes",,,,,
"ASV15879","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",,
"ASV15880","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",
"ASV15881","Bacteria","Marinimicrobia_(SAR406_clade)",,,,,
"ASV15882","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae",,
"ASV15883","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1",
"ASV15884","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group",,
"ASV15885","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",,
"ASV15886","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Herbinix",
"ASV15887","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV15888","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",
"ASV15889","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",
"ASV15890","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter",
"ASV15891","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",
"ASV15892","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","M2PB4-65_termite_group",,
"ASV15893","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",,,
"ASV15894","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ercella",
"ASV15895","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Runella",
"ASV15896","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",
"ASV15897","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae",,
"ASV15898","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",
"ASV15899","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",
"ASV15900","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Papillibacter",
"ASV15901","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_Incertae_Sedis","Syntrophorhabdaceae","Syntrophorhabdus",
"ASV15902","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",,,
"ASV15903","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",
"ASV15904","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",,
"ASV15905","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae",,
"ASV15906","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",,
"ASV15907","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",
"ASV15908","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_12",
"ASV15909","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",,
"ASV15910","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",
"ASV15911","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family",,
"ASV15912","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster",
"ASV15913","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfonema",
"ASV15914","Bacteria","Firmicutes","Clostridia","Clostridiales",,,
"ASV15915","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus",
"ASV15916","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",
"ASV15917","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",
"ASV15918","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",
"ASV15919","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15920","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",,,
"ASV15921","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",,
"ASV15922","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Leadbetterella",
"ASV15923","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",,,
"ASV15924","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",
"ASV15925","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22",,,
"ASV15926","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gimesiaceae",,
"ASV15927","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula",
"ASV15928","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Waddliaceae","Waddlia",
"ASV15929","Bacteria","Chloroflexi","Anaerolineae","SJA-15",,,
"ASV15930","Bacteria","Proteobacteria","Deltaproteobacteria","DTB120",,,
"ASV15931","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",,,
"ASV15932","Bacteria","Chloroflexi","Anaerolineae","SJA-15",,,
"ASV15933","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",
"ASV15934","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea",
"ASV15935","Bacteria","Calditrichaeota","Calditrichia","Calditrichales","Calditrichaceae",,
"ASV15936","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","JGI_0001001-H03",
"ASV15937","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria",,,
"ASV15938","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae",,
"ASV15939","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",
"ASV15940","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae",,
"ASV15941","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae",,
"ASV15942","Bacteria","Omnitrophicaeota",,,,,
"ASV15943","Bacteria","Planctomycetes","Phycisphaerae","MSBL9","4572-13",,
"ASV15944","Bacteria","Planctomycetes","Pla4_lineage",,,,
"ASV15945","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15946","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methyloparacoccus",
"ASV15947","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15948","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus_Protochlamydia",
"ASV15949","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","LNR_A2-18",
"ASV15950","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Candidatus_Jidaibacter",
"ASV15951","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",
"ASV15952","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinicella",
"ASV15953","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",
"ASV15954","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",
"ASV15955","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",
"ASV15956","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",
"ASV15957","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales",,,
"ASV15958","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",
"ASV15959","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",
"ASV15960","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",
"ASV15961","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae",,
"ASV15962","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV15963","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",,
"ASV15964","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",
"ASV15965","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",
"ASV15966","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Isosphaera",
"ASV15967","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",
"ASV15968","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group",
"ASV15969","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",
"ASV15970","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",,
"ASV15971","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV15972","Bacteria","Planctomycetes",,,,,
"ASV15973","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",,,
"ASV15974","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales",,,
"ASV15975","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84",,
"ASV15976","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea",
"ASV15977","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",,,
"ASV15978","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
"ASV15979","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",
"ASV15980","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",
"ASV15981","Bacteria","Patescibacteria",,,,,
"ASV15982","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",
"ASV15983","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",
"ASV15984","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae",,
"ASV15985","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida",
"ASV15986","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",,
"ASV15987","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales",,,
"ASV15988","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae",,
"ASV15989","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rubrivivax",
"ASV15990","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17",,
"ASV15991","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",,
"ASV15992","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",
"ASV15993","Bacteria","BRC1",,,,,
"ASV15994","Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","MSB-3C8",,
"ASV15995","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales",,,
"ASV15996","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae",,
"ASV15997","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2",
"ASV15998","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",
"ASV15999","Bacteria","Chloroflexi","Anaerolineae","SBR1031",,,
"ASV16000","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas",
"ASV16001","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",,
"ASV16002","Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",
"ASV16003","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",
"ASV16004","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",
"ASV16005","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas","lenta"
"ASV16006","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",
"ASV16007","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerosporomusa",
"ASV16008","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",
"ASV16009","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae",,
"ASV16010","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella",
"ASV16011","Bacteria","Proteobacteria","Alphaproteobacteria",,,,
"ASV16012","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Gottschalkia",
"ASV16013","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Tissierella",
"ASV16014","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
"ASV16015","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Geosporobacter",
"ASV16016","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",
"ASV16017","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Shapirobacteria",,,
"ASV16018","Bacteria","Spirochaetes","MVP-15",,,,
"ASV16019","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-012",
"ASV16020","Bacteria","Elusimicrobia","Endomicrobia","Endomicrobiales","Endomicrobiaceae","Candidatus_Endomicrobium",
"ASV16021","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae",,
"ASV16022","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",
"ASV16023","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Sulfuritalea",
"ASV16024","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales",,,
"ASV16025","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",
"ASV16026","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",,,
"ASV16027","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae",,
"ASV16028","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family",,
"ASV16029","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",,
"ASV16030","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","Cloacimonadaceae",,
"ASV16031","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",
"ASV16032","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",
"ASV16033","Bacteria","Proteobacteria","Alphaproteobacteria",,,,
"ASV16034","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",,
"ASV16035","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",
"ASV16036","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",,,
"ASV16037","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","MSBL8",,
"ASV16038","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Criblamydiaceae",,
"ASV16039","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfonema",
"ASV16040","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",,,
"ASV16041","Bacteria","Cyanobacteria","Sericytochromatia",,,,
"ASV16042","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",
"ASV16043","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",
"ASV16044","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",
"ASV16045","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae",,
"ASV16046","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Nitratireductor",
"ASV16047","Bacteria","Planctomycetes","OM190",,,,
"ASV16048","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus_Endoecteinascidia",
"ASV16049","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",,
"ASV16050","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",
"ASV16051","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",
"ASV16052","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",
"ASV16053","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group",
"ASV16054","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",,
"ASV16055","Bacteria","Proteobacteria","Gammaproteobacteria",,,,
"ASV16056","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Shapirobacteria",,,
"ASV16057","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",
"ASV16058","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella",
"ASV16059","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",
"ASV16060","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",
"ASV16061","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",
"ASV16062","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succinispira",
"ASV16063","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",
"ASV16064","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV16065","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",
"ASV16066","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",
"ASV16067","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV16068","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella",
"ASV16069","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae",,
"ASV16070","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV16071","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)",,,
"ASV16072","Bacteria","Proteobacteria","Gammaproteobacteria","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","thiooxidans"
"ASV16073","Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","Candidatus_Moduliflexus",
"ASV16074","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",,
"ASV16075","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella",
"ASV16076","Bacteria","Actinobacteria","Actinobacteria",,,,
"ASV16077","Bacteria","Spirochaetes","MVP-15",,,,
"ASV16078","Bacteria","Proteobacteria","Gammaproteobacteria",,,,
"ASV16079","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae",,
"ASV16080","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",,
"ASV16081","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",,
"ASV16082","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia",
"ASV16083","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter",
"ASV16084","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales",,,
"ASV16085","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","buccae"
"ASV16086","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",,
"ASV16087","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","rigui"
"ASV16088","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Leadbetterella",
"ASV16089","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae",,
"ASV16090","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV16091","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9",
"ASV16092","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005",
"ASV16093","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella",
"ASV16094","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella",
"ASV16095","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
"ASV16096","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",
"ASV16097","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",,
"ASV16098","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",,,
"ASV16099","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",
"ASV16100","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",,,
"ASV16101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",
"ASV16102","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",
"ASV16103","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",,
"ASV16104","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Oligoflexus",
"ASV16105","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",,
